Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Fringilla coelebs,Fringillidae,Finches and Hawaiian honeycreepers,Eurasian Chaffinch,0.6,0,0,0,0,0,0,0,0.2,0.2,Invertebrate,0,0,0.4,0.3,0.3,0,0,0,0,23.81,14.25486063,17.86194434,2.512373637,21.68198065,LC,evidence,10.29509996,Fringilla,coelebs,5655,NA,NA,"AD,AE,AF,AL,AM,AT,AU,AZ,BA,BE,BG,BH,BT,BY,CH,CN,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FO,FR,GB,GE,GI,GR,HR,HU,IE,IL,IN,IQ,IR,IS,IT,JO,KG,KW,KZ,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MN,MT,NL,NO,NP,NZ,PL,PS,PT,QA,RO,RS,RU,SA,SE,SI,SK,SY,TH,TJ,TM,TN,TR,UA,US,UZ","Europe & Central Asia,Middle East & North Africa,South Asia,East Asia & Pacific,North America","Europe,Asia,Oceania,Africa,Americas",NA,1.376759395,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"530,000,000-767,000,000",5.3e+08,7.67e+08
Fringilla montifringilla,Fringillidae,Finches and Hawaiian honeycreepers,Brambling,0.2,0,0,0,0,0,0.4,0,0.4,0,Omnivore,0,0,0.6,0.2,0.2,0,0,0,0,23.19,14.03531162,20.13375014,6.505634572,28.984167,LC,evidence,15.46998732,Fringilla,montifringilla,830,NA,NA,"AE,AF,AL,AT,AZ,BA,BE,BG,BH,BT,BY,CA,CH,CN,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FO,FR,GB,GI,GR,HR,HU,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KG,KP,KR,KW,KZ,LB,LI,LT,LU,LV,LY,MA,ME,MK,MN,MT,NL,NO,NP,OM,PH,PK,PL,PS,PT,RO,RS,RU,SA,SE,SI,SK,SY,TH,TJ,TM,TN,TR,TW,UA,US,UZ","Middle East & North Africa,South Asia,Europe & Central Asia,North America,East Asia & Pacific","Asia,Europe,Americas,Africa",plausible,1.365300749,NA,NA,Trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"121,200,000-192,000,000",121200000,1.92e+08
Fringilla teydea,Fringillidae,Finches and Hawaiian honeycreepers,Blue Chaffinch,0.3,0,0,0,0,0,0,0,0.7,0,PlantSeed,0,0,0.8,0.2,0,0,0,0,0,30.3,NA,NA,NA,NA,NT,evidence,10.29509996,Fringilla,teydea,32,NA,NA,ES,Europe & Central Asia,Europe,plausible,1.481442629,NA,NA,Trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2,000-5,000",2000,5000
Furnarius cristatus,Furnariidae,Ovenbirds,Crested Hornero,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,25.5,8.508185537,22.32931567,7.460534501,28.82192739,LC,NA,5.121746124,Furnarius,cristatus,27,730000,0.03196646,"AR,BO,PY",Latin America & Caribbean,Americas,NA,1.40654018,5.86332286,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Furnarius figulus,Furnariidae,Ovenbirds,Wing-banded Hornero,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,28,9.9512127,23.17361922,8.605500042,33.67148205,LC,NA,6.284787127,Furnarius,figulus,78,4160000,0.241069429,BR,Latin America & Caribbean,Americas,NA,1.447158031,6.619093331,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Furnarius leucopus,Furnariidae,Ovenbirds,Pale-legged Hornero,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,54.8,8.46349576,20.45577207,8.128406101,31.23353041,LC,evidence,3.32001827,Furnarius,leucopus,77,NA,NA,"BO,BR,EC,GY,PE",Latin America & Caribbean,Americas,NA,1.738780558,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Furnarius minor,Furnariidae,Ovenbirds,Lesser Hornero,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.7,0.3,0,0,0,0,0,25.82,9.488604487,22.12858742,8.481916979,33.06876003,LC,NA,4.501631955,Furnarius,minor,24,1670000,-0.132029044,"BR,CO,EC,PE",Latin America & Caribbean,Americas,NA,1.411956238,6.222716471,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Furnarius rufus,Furnariidae,Ovenbirds,Rufous Hornero,0.8,0,0,0,0,0,0,0,0.2,0,Invertebrate,0,0,0.7,0.3,0,0,0,0,0,46.42,7.82244674,20.16660037,6.47435896,25.75636621,LC,evidence,5.121746125,Furnarius,rufus,174,7630000,0.502349869,"AR,BO,BR,PY,UY",Latin America & Caribbean,Americas,NA,1.666705136,6.882524538,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Furnarius torridus,Furnariidae,Ovenbirds,Pale-billed Hornero,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,52.3,17.87194821,27.03935438,7.209298816,37.99978784,LC,NA,3.32001827,Furnarius,torridus,5,468000,-0.575378422,"BR,EC,PE",Latin America & Caribbean,Americas,NA,1.718501689,5.670245853,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Galerida cristata,Alaudidae,Larks,Crested Lark,0.4,0,0,0,0,0,0,0,0.4,0.2,PlantSeed,0,0,1,0,0,0,0,0,0,42.68,9.656803975,16.46667973,5.037511218,23.52983212,LC,evidence,3.86411737,Galerida,cristata,465,NA,NA,"AE,AF,AL,AM,AT,AZ,BA,BE,BF,BG,BH,BJ,BY,CF,CH,CM,CN,CY,CZ,DE,DJ,DK,DZ,EE,EG,EH,ER,ES,ET,FI,FR,GB,GE,GH,GI,GM,GR,HR,HU,IL,IN,IQ,IR,IT,JO,KE,KG,KP,KR,KW,KZ,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,ML,MN,MR,MT,NE,NG,NL,NP,OM,PK,PL,PT,QA,RO,RS,RU,SA,SD,SE,SI,SK,SL,SN,SO,SY,TD,TG,TJ,TM,TN,TR,UA,UZ,YE","Middle East & North Africa,South Asia,Europe & Central Asia,Sub-Saharan Africa,East Asia & Pacific","Asia,Europe,Africa",NA,1.630224411,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"175,000,000-249,999,999",1.75e+08,249999999
Galerida deva,Alaudidae,Larks,Tawny Lark,0.5,0,0,0,0,0,0,0,0.5,0,Omnivore,0,0,1,0,0,0,0,0,0,19.89,19.97195524,27.44589675,4.945487993,34.94440449,LC,NA,5.424759591,Galerida,deva,12,NA,NA,IN,South Asia,Asia,NA,1.298634783,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Galerida magnirostris,Alaudidae,Larks,Large-billed Lark,0.2,0,0,0,0,0,0,0,0.8,0,PlantSeed,0,0,1,0,0,0,0,0,0,41.6,13.32124336,17.87794403,5.404548762,27.89499284,LC,NA,5.424759591,Galerida,magnirostris,59,878000,0.416921234,"LS,NA,ZA",Sub-Saharan Africa,Africa,NA,1.619093331,5.943494516,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Galerida malabarica,Alaudidae,Larks,Malabar Lark,0.5,0,0,0,0,0,0,0,0.5,0,Omnivore,0,0,1,0,0,0,0,0,0,37.5,6.766565898,20.53427689,7.285711912,27.51648101,LC,NA,3.86411737,Galerida,malabarica,16,303000,0.016781772,IN,South Asia,Asia,NA,1.574031268,5.481442629,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Galerida modesta,Alaudidae,Larks,Sun Lark,0.5,0,0,0,0,0,0,0,0.5,0,Omnivore,0,0,1,0,0,0,0,0,0,20.2,13.06261251,18.66124539,3.282774637,21.72106012,LC,NA,5.913733014,Galerida,modesta,12,4450000,-0.472395524,"BF,BJ,CD,CF,CI,CM,GH,GM,GN,GW,ML,NE,NG,SD,SL,SN,SS,TD,TG,UG",Sub-Saharan Africa,Africa,NA,1.305351369,6.648360011,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Galerida theklae,Alaudidae,Larks,Thekla Lark,0.6,0,0,0,0,0,0,0,0.3,0.1,Invertebrate,0,0,1,0,0,0,0,0,0,38.17,9.203551025,15.68455965,4.289847781,21.70385135,LC,evidence,7.623954325,Galerida,theklae,240,NA,NA,"DZ,EG,EH,ER,ES,ET,FR,GI,KE,LY,MA,PT,SO,TN","Middle East & North Africa,Sub-Saharan Africa,Europe & Central Asia","Africa,Europe",NA,1.58172216,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"23,300,000-37,900,000",23300000,37900000
Gampsorhynchus rufulus,Timaliidae,Babblers and parrotbills,White-hooded Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,1,0,0,0,0,37,6.837017112,68.24368173,60.30694568,143.3196111,LC,evidence,8.680645405,Gampsorhynchus,rufulus,10,NA,NA,"BD,BT,CN,IN,MM,NP","South Asia,East Asia & Pacific",Asia,NA,1.568201724,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Gampsorhynchus torquatus,Timaliidae,Babblers and parrotbills,Collared Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,1,0,0,0,0,37,11.60299864,72.61483407,61.64493892,144.8298166,LC,possible,8.680645405,Gampsorhynchus,torquatus,29,1690000,-0.002173169,"CN,LA,MM,MY,TH,VN",East Asia & Pacific,Asia,NA,1.568201724,6.227886705,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Garrulax albogularis,Timaliidae,Babblers and parrotbills,White-throated Laughingthrush,0.6,0,0,0,0,0,0.2,0,0.2,0,Invertebrate,0,0,0.8,0,0.2,0,0,0,0,97.55,6.603285153,17.72183496,6.913930528,25.45632571,LC,evidence,2.172651877,Garrulax,albogularis,67,NA,NA,"BT,CN,IN,NP,PK,VN","South Asia,East Asia & Pacific",Asia,NA,1.989227274,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax annamensis,Timaliidae,Babblers and parrotbills,Orange-breasted Laughingthrush,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,78.8,14.14376175,25.8117319,11.27272952,41.21874948,LC,possible,4.649301155,Garrulax,annamensis,20,14100,0.540553015,VN,East Asia & Pacific,Asia,NA,1.896526217,4.149219113,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax berthemyi,Timaliidae,Babblers and parrotbills,Buffy Laughingthrush,0.4,0,0,0,0,0,0,0,0.4,0.2,PlantSeed,0,0,0,0.2,0.8,0,0,0,0,71.97,24.64014783,33.89418604,8.522054622,45.3334513,LC,evidence,3.202337495,Garrulax,berthemyi,67,NA,NA,CN,East Asia & Pacific,Asia,NA,1.857151503,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Garrulax bicolor,Timaliidae,Babblers and parrotbills,Sumatran Laughingthrush,0.6,0,0.1,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,1,0,0,0,0,0,0,123.44,7.118756673,67.18611746,59.80531644,145.0370589,EN,evidence,4.144977713,Garrulax,bicolor,24,NA,NA,ID,East Asia & Pacific,Asia,yes,2.091455913,NA,NA,Trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2,500-9,999",2500,9999
Garrulax bieti,Timaliidae,Babblers and parrotbills,White-speckled Laughingthrush,0.5,0,0,0,0,0,0.5,0,0,0,Omnivore,0,0,1,0,0,0,0,0,0,78.64,18.71145216,22.88376039,5.571308133,33.4429496,VU,NA,5.622807191,Garrulax,bieti,67,NA,NA,CN,East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax caerulatus,Timaliidae,Babblers and parrotbills,Grey-sided Laughingthrush,0.2,0,0,0,0,0,0.3,0,0.3,0.2,Omnivore,0,0,0.4,0.4,0.2,0,0,0,0,85.67,9.082996869,17.25743188,5.631324529,26.71310674,LC,NA,3.84678918,Garrulax,caerulatus,67,NA,NA,"BT,CN,IN,MM,NP,US","South Asia,East Asia & Pacific,North America","Asia,Americas",NA,1.932828767,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax calvus,Timaliidae,Babblers and parrotbills,Bare-headed Laughingthrush,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,78.64,17.42354114,40.36801294,15.15060301,54.57454228,LC,NA,3.402275525,Garrulax,calvus,19,NA,NA,"BN,ID,MY",East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Garrulax canorus,Timaliidae,Babblers and parrotbills,Chinese Hwamei,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,1,0,0,0,0,0,0,62.78,19.23450428,29.92956535,6.175658532,35.18769258,LC,evidence,6.117711329,Garrulax,canorus,65,NA,NA,"CN,LA,VN",East Asia & Pacific,Asia,yes,1.797821311,NA,NA,Trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax castanotis,Timaliidae,Babblers and parrotbills,Rufous-cheeked Laughingthrush,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,1,0,0,0,0,0,0,78.64,15.32230914,25.38238936,6.590476503,32.93430339,LC,evidence,4.144977713,Garrulax,castanotis,9,273000,-0.192670073,"CN,LA,VN",East Asia & Pacific,Asia,NA,1.895643505,5.436162647,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax chinensis,Timaliidae,Babblers and parrotbills,Black-throated Laughingthrush,0.7,0,0,0,0,0,0,0,0.1,0.2,Invertebrate,0,0,0,0.5,0.5,0,0,0,0,78.64,21.49711528,34.594002,10.72196551,50.25477699,LC,evidence,4.849469878,Garrulax,chinensis,67,NA,NA,"CN,KH,LA,MM,TH,VN",East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax cineraceus,Timaliidae,Babblers and parrotbills,Moustached Laughingthrush,0.7,0,0,0,0,0,0.2,0,0.1,0,Invertebrate,0,0,1,0,0,0,0,0,0,48.95,9.66745329,20.44584643,5.961451088,27.85546095,LC,evidence,11.23870025,Garrulax,cineraceus,67,NA,NA,"CN,IN,MM","East Asia & Pacific,South Asia",Asia,NA,1.689752696,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax cinereifrons,Timaliidae,Babblers and parrotbills,Ashy-headed Laughingthrush,0.6,0,0,0,0,0,0.2,0,0.2,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,70,21.48652977,23.70381982,2.280969929,26.64472847,VU,possible,7.856722705,Garrulax,cinereifrons,67,NA,NA,LK,South Asia,Asia,NA,1.84509804,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax courtoisi,Timaliidae,Babblers and parrotbills,Blue-crowned Laughingthrush,0.7,0,0,0,0,0,0,0,0.3,0,Invertebrate,0,0,1,0,0,0,0,0,0,56,22.46443878,40.15523301,12.50835007,57.55793227,CR,evidence,5.266259088,Garrulax,courtoisi,67,NA,NA,CN,East Asia & Pacific,Asia,yes,1.748188027,NA,NA,Trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax davidi,Timaliidae,Babblers and parrotbills,Plain Laughingthrush,0.6,0,0,0,0,0,0.1,0,0.2,0.1,Invertebrate,0,0,0.33,0.33,0.33,0,0,0,0,56.2,15.72187361,23.84097306,7.028521388,36.57860452,LC,NA,4.937582059,Garrulax,davidi,67,NA,NA,CN,East Asia & Pacific,Asia,NA,1.749736316,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax delesserti,Timaliidae,Babblers and parrotbills,Wynaad Laughingthrush,0.8,0,0,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,92,12.71628572,18.46936947,3.907905945,22.80005393,LC,NA,6.221720314,Garrulax,delesserti,67,NA,NA,IN,South Asia,Asia,NA,1.963787827,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax ferrarius,Timaliidae,Babblers and parrotbills,Cambodian Laughingthrush,0.8,0,0,0,0,0,0,0.2,0,0,Invertebrate,0,0,0.2,0.2,0.6,0,0,0,0,78.64,12.65160948,24.67662163,10.51362243,36.91622337,NT,NA,2.064221322,Garrulax,ferrarius,0,4300,-0.616953944,KH,East Asia & Pacific,Asia,NA,1.895643505,3.633468456,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Garrulax galbanus,Timaliidae,Babblers and parrotbills,Yellow-throated Laughingthrush,0.7,0,0,0,0,0,0,0,0.3,0,Invertebrate,0,0,1,0,0,0,0,0,0,56,22.62960107,29.71833659,6.618288485,38.6143859,LC,possible,5.857481721,Garrulax,galbanus,67,NA,NA,"BD,IN,MM","South Asia,East Asia & Pacific",Asia,NA,1.748188027,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax gularis,Timaliidae,Babblers and parrotbills,Rufous-vented Laughingthrush,0.8,0,0,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,92,19.97013806,31.19905404,9.670303287,42.70395109,LC,evidence,3.827135954,Garrulax,gularis,67,NA,NA,"BD,BT,IN,LA,MM,VN","South Asia,East Asia & Pacific",Asia,NA,1.963787827,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax konkakinhensis,Timaliidae,Babblers and parrotbills,Chestnut-eared Laughingthrush,0.6,0,0,0,0,0,0.2,0,0.1,0.1,Invertebrate,0,0,0.6,0.3,0.1,0,0,0,0,76.7,14.173982,16.84107599,2.712794928,21.37874893,VU,possible,5.835430534,Garrulax,konkakinhensis,67,NA,NA,"LA,VN",East Asia & Pacific,Asia,NA,1.884795364,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax leucolophus,Timaliidae,Babblers and parrotbills,White-crested Laughingthrush,0.6,0,0.1,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,1,0,0,0,0,0,0,123.44,7.455096464,60.09624962,59.80570899,145.1006767,LC,evidence,4.663331034,Garrulax,leucolophus,150,NA,NA,"BD,BT,CN,IN,KH,LA,MM,NP,SG,TH,VN","South Asia,East Asia & Pacific",Asia,NA,2.091455913,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax lugubris,Timaliidae,Babblers and parrotbills,Black Laughingthrush,0.9,0,0,0,0,0,0,0,0.1,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,78.64,20.97115764,32.02714249,5.704839757,35.86832935,LC,evidence,4.591720844,Garrulax,lugubris,32,NA,NA,"ID,MY,TH",East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax lunulatus,Timaliidae,Babblers and parrotbills,Barred Laughingthrush,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,1,0,0,0,0,0,0,78.64,17.14106443,21.74265272,4.60384127,29.41075984,LC,evidence,4.591720844,Garrulax,lunulatus,67,NA,NA,CN,East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax maesi,Timaliidae,Babblers and parrotbills,Grey Laughingthrush,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,1,0,0,0,0,0,0,78.64,25.69892633,29.48076632,6.328147749,41.74029428,LC,NA,8.444657982,Garrulax,maesi,12,NA,NA,"CN,VN",East Asia & Pacific,Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax maximus,Timaliidae,Babblers and parrotbills,Giant Laughingthrush,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,0.8,0.1,0.1,0,0,0,0,78.64,14.28658794,25.24724493,11.46487548,44.44656731,LC,possible,1.753791494,Garrulax,maximus,67,NA,NA,"CN,IN","East Asia & Pacific,South Asia",Asia,NA,1.895643505,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax merulinus,Timaliidae,Babblers and parrotbills,Spot-breasted Laughingthrush,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,78.8,13.19370144,23.05586629,9.126803657,37.33786306,LC,NA,2.816528622,Garrulax,merulinus,6,NA,NA,"CN,IN,LA,MM,TH,VN","East Asia & Pacific,South Asia",Asia,NA,1.896526217,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax milleti,Timaliidae,Babblers and parrotbills,Black-hooded Laughingthrush,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.8,0,0.2,0,0,0,0,78.64,23.68684602,32.17624023,7.35859747,39.6315486,LC,evidence,4.743161518,Garrulax,milleti,18,73800,0.267516382,"LA,VN",East Asia & Pacific,Asia,NA,1.895643505,4.868056362,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Garrulax mitratus,Timaliidae,Babblers and parrotbills,Chestnut-capped Laughingthrush,0.7,0,0,0,0,0,0.2,0,0.1,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,62,12.65938858,23.49499827,6.591529924,31.87363305,NT,evidence,3.20227777,Garrulax,mitratus,67,NA,NA,"ID,MY,TH",East Asia & Pacific,Asia,yes,1.792391689,NA,NA,Trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
